"","last_scraped","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood","neighbourhood_cleansed","property_type","room_type","accommodates","bathrooms_text","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","Air_conditioning","Backyard","Barbecue_utensils","Bathtub","BBQ_grill","Beach_essentials","Beachfront","Bed_linens","Board_games","Breakfast","Ceiling_fan","Central_heating","Children\u2019s_books_and_toys","Cleaning_before_checkout","Coffee_maker","Cooking_basics","Dedicated_workspace","Dining_table","Dishwasher","Elevator","Ethernet_connection","Extra_pillows_and_blankets","Fire_extinguisher","First_aid_kit","Free_parking_on_premises","Free_street_parking","Freezer","Gym","Heating","Host_greets_you","Hot_tub","Hot_water","Indoor_fireplace","Iron","Laundromat_nearby","Luggage_dropoff_allowed","Microwave","Mini_fridge","Oven]","Pool","Private_fenced_garden_or_backyard","Refrigerator","Room-darkening_shades","Security_cameras_on_property","Shampoo","Smart_lock","Stove","TV","Washer","Waterfront","carbon_monoxide_alarm","cable_tv","hair_dryer","long_term_stays_allowed","dryer","patio_or_balcony"
"9391",2021-12-21,"100","100",0,0,0,1,1,NA,"Old Town","Private room in residential home","Private room",2,"1.5 baths",1,NA,100,2,7,2,7,TRUE,13,20,20,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1
"9392",2021-12-21,"100","100",0,12,12,1,1,"San Diego, California, United States","Loma Portal","Entire condominium (condo)","Entire home/apt",5,"2 baths",2,2,146,3,365,3,365,TRUE,15,20,20,26,4,4,1,2021-10-24,2021-12-12,3.5,3.75,3.5,4,4,4,3.75,1,10,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1
"9393",2021-12-20,"100","100",0,69,69,1,1,NA,"Little Italy","Entire residential home","Entire home/apt",10,"2 baths",4,5,453,4,1125,5,1125,TRUE,9,35,56,331,6,6,3,2021-10-08,2021-12-12,5,5,5,5,5,5,5,0,72,70,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
"9394",2021-12-20,"100","100",0,69,69,1,1,NA,"Little Italy","Entire residential home","Entire home/apt",12,"2.5 baths",5,8,578,4,1125,5,1125,TRUE,1,24,54,329,6,6,3,2021-10-25,2021-12-05,5,5,5,5,5,5,5,0,72,70,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0
"9395",2021-12-21,"98","100",0,10,10,1,1,"San Diego, California, United States","Gaslamp Quarter","Entire rental unit","Entire home/apt",6,"1 bath",2,4,208,2,365,1.7,1125,TRUE,22,52,79,258,6,6,2,2021-10-03,2021-11-28,4.67,4.67,4.67,4.83,4.67,4.83,5,1,8,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0
"9396",2021-12-21,"100","100",0,0,0,1,1,"San Diego, California, United States","Encanto","Entire residential home","Entire home/apt",15,"1.5 baths",3,6,249,1,1125,1,1125,TRUE,15,43,71,260,4,4,4,2021-11-28,2021-12-18,5,5,5,5,5,4.75,4.75,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1
"9397",2021-12-21,"100","75",0,0,0,1,1,"San Diego, California, United States","Mira Mesa","Private room in residential home","Private room",1,"1 shared bath",1,1,49,7,365,7,365,TRUE,8,8,8,212,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0
"9398",2021-12-20,"100","67",0,0,0,1,1,NA,"La Jolla","Entire residential home","Entire home/apt",6,"4 baths",4,4,1057,2,365,2,365,TRUE,26,56,86,361,1,1,0,2021-10-17,2021-10-17,5,5,5,5,5,5,5,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0
"9399",2021-12-21,"100","100",0,0,0,0,0,NA,"City Heights West","Entire serviced apartment","Entire home/apt",2,"1 bath",1,1,117,7,125,7,125,TRUE,0,0,30,304,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0
"9400",2021-12-20,"80","91",0,0,0,1,0,"San Diego, California, United States","Mission Bay","Entire condominium (condo)","Entire home/apt",6,"2.5 baths",2,2,214,2,28,2,28,TRUE,19,49,79,169,3,3,0,2021-10-12,2021-11-10,2.33,2.33,2.33,2.67,3.67,3.67,2.33,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1
"9401",2021-12-21,"100","100",0,0,0,1,1,"San Diego, California, United States","Roseville","Entire residential home","Entire home/apt",6,"2 baths",4,3,474,2,1125,2,1125,TRUE,3,3,3,86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0
"9402",2021-12-21,"100","100",0,0,0,1,1,NA,"Paradise Hills","Private room in residential home","Private room",2,"1 private bath",1,NA,96,2,14,2,1125,TRUE,7,37,67,342,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
"9403",2021-12-20,"100","100",0,0,0,1,0,NA,"Columbia","Entire condominium (condo)","Entire home/apt",7,"2 baths",3,6,1428,2,365,2,365,TRUE,10,22,31,33,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1
"9404",2021-12-20,"99","91",1,190,190,1,1,"San Diego, California, United States","Mission Bay","Entire residential home","Entire home/apt",7,"3 baths",3,5,319,1,365,4,365,TRUE,17,36,66,341,1,1,1,2021-11-22,2021-11-22,4,5,5,5,5,5,5,0,202,202,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1
"9405",2021-12-20,"100","100",0,69,69,1,1,NA,"Little Italy","Entire residential home","Entire home/apt",4,"1 bath",1,2,148,4,1125,5,1125,TRUE,14,21,51,326,5,5,2,2021-10-11,2021-12-14,5,5,4.8,4.8,5,5,5,0,72,70,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1
"9406",2021-12-20,"90","67",0,0,0,1,1,"San Diego, California, United States","Mission Bay","Entire rental unit","Entire home/apt",2,"1 bath",1,1,90,3,120,3,120,TRUE,0,1,5,45,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"9407",2021-12-21,"100","95",1,4,4,1,1,NA,"Normal Heights","Entire residential home","Entire home/apt",3,"1 bath",1,1,171,1,1125,1.4,1125,TRUE,2,6,6,175,7,7,3,2021-10-10,2021-12-06,4.71,4.71,4.57,4.86,5,5,4.71,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0
"9408",2021-12-20,"100","100",0,1,1,1,0,"San Diego, California, United States","Cortez Hill","Entire serviced apartment","Entire home/apt",5,"2 baths",2,2,175,2,28,2,1125,TRUE,19,44,50,304,4,4,4,2021-11-21,2021-12-09,4.5,4.25,3.25,5,5,5,4.75,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
"9409",2021-12-21,"100","94",0,0,0,1,1,NA,"Mira Mesa","Private room in residential home","Private room",2,"1 shared bath",1,1,119,2,1125,2,1125,TRUE,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,6,3,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0
"9410",2021-12-20,"100","99",0,17,17,1,1,NA,"Core","Entire rental unit","Entire home/apt",6,"2 baths",2,2,167,1,1125,1,1125,TRUE,20,50,80,80,13,13,6,2021-10-24,2021-12-12,4.85,4.85,5,4.77,4.92,4.77,4.77,1,14,14,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1
"9411",2021-12-21,"100","98",0,0,0,1,0,"San Diego, California, United States","Marina","Entire rental unit","Entire home/apt",2,"1 bath",1,1,182,3,1125,3,1125,TRUE,6,19,27,224,8,8,1,2021-10-11,2021-11-26,5,4.88,5,5,5,4.88,4.88,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1
"9412",2021-12-20,"93","52",1,64,64,1,1,NA,"Mission Bay","Entire condominium (condo)","Entire home/apt",10,"4 baths",4,4,388,1,365,4,354.2,TRUE,21,51,81,356,1,1,0,2021-10-12,2021-10-12,5,5,5,5,5,5,5,1,63,63,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1
"9413",2021-12-20,"100","83",0,13,13,1,1,NA,"Core","Entire condominium (condo)","Entire home/apt",6,"1.5 baths",2,3,543,1,365,1,365,TRUE,21,50,80,352,5,5,1,2021-10-17,2021-11-28,4.8,5,4.8,5,5,4.8,5,0,13,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
"9414",2021-12-20,"80","87",0,0,0,1,1,NA,"Bay Park","Entire villa","Entire home/apt",14,"3.5 baths",6,8,800,1,365,1,365,TRUE,0,0,0,0,2,2,0,2021-10-10,2021-10-24,5,5,5,5,5,5,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
"9415",2021-12-21,"100","100",0,0,0,1,1,"San Diego, California, United States","Old Town","Entire rental unit","Entire home/apt",4,"1 bath",1,1,150,1,365,1,365,TRUE,6,6,6,243,1,1,0,2021-10-25,2021-10-25,5,5,5,5,5,4,5,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"9416",2021-12-21,"100","100",0,0,0,1,1,NA,"Bay Park","Entire residential home","Entire home/apt",2,"1 bath",2,2,166,31,365,31,1125,TRUE,0,0,0,252,1,1,0,2021-11-04,2021-11-04,5,5,5,5,5,5,5,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1
"9417",2021-12-20,"100","100",0,0,0,1,1,"Chula Vista, California, United States","Northwest","Private room in residential home","Private room",2,"1 private bath",1,1,75,1,14,1,1125,TRUE,7,37,67,157,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
"9418",2021-12-21,"87","90",1,11,11,1,1,"San Diego, California, United States","Pacific Beach","Entire rental unit","Entire home/apt",4,"1 bath",1,2,140,1,1125,1,1125,TRUE,22,52,82,357,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0
"9419",2021-12-21,"100","100",0,0,0,1,1,"San Diego, California, United States","College Area","Entire cottage","Entire home/apt",4,"1 bath",2,3,115,1,90,1.3,1125,TRUE,9,18,18,238,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0
"9420",2021-12-20,"100","13",0,451,451,1,1,NA,"Gaslamp Quarter","Entire condominium (condo)","Entire home/apt",4,"1 bath",1,2,269,2,1125,2,1125,TRUE,29,59,89,89,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
"9421",2021-12-20,"100","100",0,25,25,1,1,NA,"Pacific Beach","Entire condominium (condo)","Entire home/apt",12,"2 baths",3,9,418,2,1125,2,1125,TRUE,18,48,78,353,2,2,0,2021-10-22,2021-11-14,5,5,5,5,5,5,5,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1
"9422",2021-12-21,"100","100",0,19,19,1,1,NA,"La Jolla","Entire residential home","Entire home/apt",10,"2 baths",4,5,122,1,365,2.3,165.3,TRUE,8,29,52,252,14,14,4,2021-10-07,2021-12-06,4.79,5,4.79,4.71,4.93,5,4.79,1,19,19,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1
"9423",2021-12-21,"100","94",0,0,0,1,1,"San Diego, California, United States","Mira Mesa","Private room in guest suite","Private room",2,"1 shared bath",1,1,66,2,1125,2,1125,TRUE,0,0,0,205,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"9424",2021-12-20,"100","100",0,0,0,1,0,NA,"Mission Bay","Entire rental unit","Entire home/apt",2,"1 bath",1,NA,146,4,365,4,365,TRUE,0,0,0,0,2,2,0,2021-10-11,2021-10-17,4.5,5,4,5,4.5,5,4.5,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
"9425",2021-12-20,"100","98",1,39,39,1,1,"San Diego, California, United States","Old Town","Entire rental unit","Entire home/apt",4,"1 bath",1,1,122,1,1125,1.3,1125,TRUE,27,57,87,308,3,3,1,2021-10-14,2021-11-20,4.67,5,4.67,5,5,5,4.33,1,33,33,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1
"9426",2021-12-20,"N/A","100",0,44,44,1,1,NA,"Mission Bay","Entire residential home","Entire home/apt",10,"2 baths",2,7,549,2,28,2,1125,TRUE,13,39,67,67,4,4,0,2021-10-12,2021-11-16,5,5,5,5,5,5,5,1,33,32,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1
"9427",2021-12-21,"100","100",0,0,0,1,1,"San Diego, California, United States","Rolando","Private room in residential home","Private room",2,"1 private bath",1,1,70,2,45,2,1125,TRUE,10,11,41,221,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0
"9428",2021-12-20,"100","100",0,1,1,1,1,NA,"Rancho Penasquitos","Private room in residential home","Private room",4,"1 shared bath",2,4,110,1,4,1,1125,TRUE,0,0,0,0,1,1,0,2021-10-31,2021-10-31,4,5,4,5,5,5,5,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
"9429",2021-12-20,"100","98",1,39,39,1,1,NA,"Old Town","Entire rental unit","Entire home/apt",4,"1 bath",1,2,100,1,1125,1.3,1125,TRUE,27,57,87,318,4,4,0,2021-10-13,2021-11-14,4.75,3.5,5,4.5,4.5,4,4.25,1,33,33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0
"9430",2021-12-20,"100","100",1,4,4,1,1,"San Diego, California, United States","Marina","Entire condominium (condo)","Entire home/apt",4,"2 baths",3,3,260,30,90,30,90,TRUE,0,11,38,313,1,1,1,2021-11-28,2021-11-28,5,5,5,5,5,5,5,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1
"9431",2021-12-21,"100","87",1,6,6,1,1,"San Diego, California, United States","La Jolla","Private room in residential home","Private room",4,"1 private bath",2,2,400,2,10,2,1125,TRUE,21,38,39,52,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"9432",2021-12-21,"100","100",0,0,0,0,0,"San Diego, California, United States","Bay Park","Entire residential home","Entire home/apt",4,"1 bath",3,8,198,3,1125,3,1125,TRUE,17,47,57,57,1,1,0,2021-11-14,2021-11-14,4,4,5,5,4,4,5,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0
"9433",2021-12-20,"100","96",0,0,0,1,1,NA,"Pacific Beach","Entire residential home","Entire home/apt",6,"2 baths",2,3,347,1,30,1,30,TRUE,19,28,48,48,3,3,1,2021-10-26,2021-11-27,5,4.67,4.67,5,5,5,4.67,1,2,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1
"9434",2021-12-21,"100","100",0,1,1,0,1,"San Diego, California, United States","Ocean Beach","Private room in rental unit","Private room",2,"1 shared bath",2,1,200,1,365,1,365,TRUE,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9435",2021-12-20,"100","92",0,3,3,1,1,"San Diego, California, United States","Linda Vista","Private room in residential home","Private room",2,"1 shared bath",1,1,45,5,90,5,90,TRUE,3,3,3,3,1,1,0,2021-11-08,2021-11-08,5,5,5,5,5,5,5,1,3,0,3,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"9436",2021-12-21,"100","92",0,3,3,1,1,NA,"Linda Vista","Private room in residential home","Private room",1,"1 shared bath",1,1,45,5,90,5,90,TRUE,0,5,5,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"9437",2021-12-21,"100","92",0,3,3,1,1,NA,"Linda Vista","Private room in residential home","Private room",2,"1 private bath",1,2,45,5,90,5,1125,TRUE,0,5,5,5,2,2,0,2021-10-24,2021-10-31,5,5,5,5,5,5,5,1,3,0,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
"9438",2021-12-20,"100","100",0,0,0,1,0,"San Diego, California, United States","Webster","Entire residential home","Entire home/apt",7,"2 baths",3,4,329,1,365,1.3,1125,TRUE,14,38,62,147,4,4,3,2021-11-07,2021-12-05,5,5,5,5,5,4.75,5,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0
"9439",2021-12-20,"100","13",0,451,451,1,1,NA,"Gaslamp Quarter","Entire condominium (condo)","Entire home/apt",4,"1 bath",NA,2,247,2,1125,2,1125,TRUE,29,59,89,89,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
"9440",2021-12-20,"70","52",0,10,10,1,0,NA,"Midtown","Entire condominium (condo)","Entire home/apt",4,"2 baths",2,3,310,30,1125,30,1125,TRUE,4,4,25,25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"9441",2021-12-20,"100","100",0,0,0,1,1,NA,"East Village","Entire townhouse","Entire home/apt",5,"1.5 baths",1,1,511,1,365,1,365,TRUE,30,60,90,365,1,1,0,2021-10-10,2021-10-10,5,5,5,5,5,5,5,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0
"9442",2021-12-20,"96","99",0,46,46,1,0,NA,"Mission Bay","Entire rental unit","Entire home/apt",3,"1 bath",NA,2,133,2,1125,4.5,1125,TRUE,20,50,80,170,1,1,1,2021-11-20,2021-11-20,5,5,5,5,3,5,5,1,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
"9443",2021-12-21,"100","92",0,0,0,1,1,"San Diego, California, United States","Normal Heights","Entire guesthouse","Entire home/apt",2,"1 bath",1,1,70,2,1125,2,1125,TRUE,1,1,21,289,5,5,2,2021-10-13,2021-12-19,4.8,4.4,5,4.6,4.6,5,4.6,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1
